id,name,description,country,iata,icao,latitude,longitude,elevation
2305,Fukuoka,Fukuoka,Japan,FUK,RJFF,33.58594,130.45069,32
2306,New Tanegashima,Tanegashima,Japan,TNE,RJFG,30.60507,130.99123,768
2307,Kagoshima,Kagoshima,Japan,KOJ,RJFK,31.8034,130.71941,906
2308,Miyazaki,Miyazaki,Japan,KMI,RJFM,31.87722,131.44861,20
2309,Nyutabaru,Nyutabaru,Japan,,RJFN,32.08361,131.45139,259
2310,Oita,Oita,Japan,OIT,RJFO,33.47944,131.73722,19
2311,New Kitakyushu,Kitakyushu,Japan,KKJ,RJFR,33.84594,131.03469,21
2312,Kumamoto,Kumamoto,Japan,KMJ,RJFT,32.83732,130.85505,642
2313,Nagasaki,Nagasaki,Japan,NGS,RJFU,32.91694,129.91361,15
2314,Kanoya,Kanoya,Japan,,RJFY,31.36761,130.84546,214
2315,Tsuiki,Tsuiki,Japan,,RJFZ,33.685,131.04028,55
2316,Amami,Amami,Japan,ASJ,RJKA,28.43063,129.71254,27
2317,Okierabu,Okierabu,Japan,,RJKB,27.42552,128.7009,101
2318,Tokunoshima,Tokunoshima,Japan,TKN,RJKN,27.83638,128.88125,17
2319,Fukui,Fukui,Japan,,RJNF,36.14285,136.22392,19
2320,Gifu,Gifu,Japan,,RJNG,35.39408,136.86967,128
2321,Hamamatsu,Hamamatsu,Japan,,RJNH,34.75024,137.70308,150
2322,Komatsu,Kanazawa,Japan,KMQ,RJNK,36.39461,136.40654,36
2323,Oki,Oki Island,Japan,OKI,RJNO,36.18112,133.32484,311
2324,Toyama,Toyama,Japan,TOY,RJNT,36.64833,137.1875,95
2325,Shizuhama,Yaizu,Japan,,RJNY,34.81278,138.29806,23
2326,Hiroshima,Hiroshima,Japan,HIJ,RJOA,34.43611,132.91944,1088
2327,Okayama,Okayama,Japan,OKJ,RJOB,34.75694,133.85528,806
2328,Izumo,Izumo,Japan,IZO,RJOC,35.41361,132.89,15
2329,Hofu,Hofu,Japan,,RJOF,34.03467,131.54919,7
2330,Yonago Kitaro,Miho,Japan,YGJ,RJOH,35.49222,133.23639,20
2331,Iwakuni Mcas,Iwakuni,Japan,,RJOI,34.14386,132.23575,7
2332,Kochi,Kochi,Japan,KCZ,RJOK,33.54611,133.66944,42
2333,Matsuyama,Matsuyama,Japan,MYJ,RJOM,33.82722,132.69972,25
2334,Osaka Intl,Osaka,Japan,ITM,RJOO,34.78553,135.43822,50
2335,Tottori,Tottori,Japan,TTJ,RJOR,35.53007,134.16655,65
2336,Tokushima,Tokushima,Japan,TKS,RJOS,34.13281,134.60664,26
2337,Takamatsu,Takamatsu,Japan,TAK,RJOT,34.21417,134.01556,607
2338,Yao,Osaka,Japan,,RJOY,34.59631,135.60294,39
2339,Ozuki,Ozuki,Japan,,RJOZ,34.04532,131.05214,13
2340,Aomori,Aomori,Japan,AOJ,RJSA,40.73472,140.69083,664
2341,Yamagata,Yamagata,Japan,GAJ,RJSC,38.41189,140.37133,353
2342,Sado,Sado,Japan,,RJSD,38.06018,138.41393,88
2343,Hachinohe,Hachinoe,Japan,,RJSH,40.55645,141.46632,152
2344,Hanamaki,Hanamaki,Japan,HNA,RJSI,39.42861,141.13528,297
2345,Akita,Akita,Japan,AXT,RJSK,39.61556,140.21861,313
2346,Misawa Ab,Misawa,Japan,MSJ,RJSM,40.70322,141.36836,119
2347,Sendai,Sendai,Japan,SDJ,RJSS,38.13972,140.91694,15
2348,Matsushima,Matsushima,Japan,,RJST,38.40492,141.21957,7
6862,Sazena,Sazena,Czech Republic,LKS,LKSZ,50.1929,14.1532,233
2350,Atsugi Naf,Atsugi,Japan,,RJTA,35.45461,139.45017,205
2351,Tateyama,Tateyama,Japan,,RJTE,34.98705,139.82921,10
2352,Hachijojima,Hachijojima,Japan,HAC,RJTH,33.115,139.78583,303
2353,Iruma,Iruma,Japan,,RJTJ,35.84194,139.41056,295
2354,Kisarazu,Kisarazu,Japan,,RJTK,35.39827,139.90994,10
2355,Shimofusa,Shimofusa,Japan,,RJTL,35.79894,140.01111,98
2356,Oshima,Oshima,Japan,OIM,RJTO,34.78203,139.36031,130
2358,Kastner Aaf,Zama,Japan,,RJTR,35.51377,139.39368,360
2359,Tokyo Intl,Tokyo,Japan,HND,RJTT,35.55226,139.77969,35
2360,Yokota Ab,Yokota,Japan,OKO,RJTY,35.74849,139.34848,463
2361,Gwangju,Kwangju,South Korea,KWJ,RKJJ,35.12639,126.80889,39
2364,Jeon Ju,Jhunju,South Korea,,RKJU,35.87844,127.11955,96
2365,Yeosu,Yeosu,South Korea,RSU,RKJY,34.84233,127.61685,53
2366,Sokcho,Sokch'o,South Korea,SHO,RKND,38.14261,128.59856,92
2367,Gangneung,Kangnung,South Korea,KAG,RKNN,37.75356,128.94362,35
6861,Macomb Municipal Airport,Macomb,United States,MQB,,40.52008,-90.65239,707
2370,Jeju Intl,Cheju,South Korea,CJU,RKPC,33.51131,126.49303,118
2371,Jinhae,Chinhae,South Korea,,RKPE,35.14118,128.69579,8
2372,Gimhae Intl,Busan,South Korea,PUS,RKPK,35.17953,128.93822,6
6860,Bungle Bungle Airport,Bungle Bungle,Australia,,YBUU,-17.5453,128.307,0
2374,Ulsan,Ulsan,South Korea,USN,RKPU,35.59349,129.35172,45
2375,A 511,Pyongtaek,South Korea,,RKSG,36.96221,127.03107,51
2376,Seoul Ab,Seoul East,South Korea,SSN,RKSM,37.44583,127.11389,92
2377,Osan Ab,Osan,South Korea,OSN,RKSO,37.09062,127.02959,40
2378,Gimpo,Seoul,South Korea,GMP,RKSS,37.55831,126.79059,58
2379,Suwon,Suwon,South Korea,,RKSW,37.23941,127.00705,88
2380,Pohang,Pohang,South Korea,KPO,RKTH,35.98786,129.42049,70
2381,Daegu Ab,Taegu,South Korea,TAE,RKTN,35.89411,128.65886,116
2383,Yecheon,Yechon,South Korea,YEC,RKTY,36.63193,128.35485,354
2384,Naha,Okinawa,Japan,OKA,ROAH,26.19581,127.64587,12
2385,Ie Shima Aux Ab,Iejima,Japan,,RODE,26.72878,127.76178,184
2386,Kadena Ab,Kadena,Japan,DNA,RODN,26.35561,127.76763,143
2387,Ishigaki,Ishigaki,Japan,ISG,ROIG,24.34452,124.18698,93
2388,Kumejima,Kumejima,Japan,UEO,ROKJ,26.36351,126.71381,23
2389,Minami Daito,Minami Daito,Japan,MMD,ROMD,25.84653,131.26349,167
2390,Miyako,Miyako,Japan,MMY,ROMY,24.78283,125.29511,150
2391,Kitadaito,Kitadaito,Japan,KTD,RORK,25.94472,131.32694,80
2392,Shimojishima,Shimojishima,Japan,SHI,RORS,24.82667,125.14472,54
2393,Tarama,Tarama,Japan,,RORT,24.65389,124.67528,36
2394,Yoron,Yoron,Japan,RNJ,RORY,27.04396,128.40152,52
2395,Futenma Mcas,Futema,Japan,,ROTM,26.27428,127.75649,247
2396,Yonaguni,Yonaguni Jima,Japan,OGN,ROYN,24.46694,122.97778,70
2397,Ninoy Aquino Intl,Manila,Philippines,MNL,RPLL,14.50865,121.01958,75
6859,Mary Airport,Mary,Turkmenistan,MYP,UTAM,37.6194,61.8967,728
2399,Cotabato,Cotabato,Philippines,CBO,RPMC,7.16524,124.20962,189
2400,Cagayan De Oro,Ladag,Philippines,CGY,RPML,8.41562,124.61122,601
2401,Pagadian,Pagadian,Philippines,PAG,RPMP,7.8272,123.45829,5
2402,Tambler,Romblon,Philippines,,RPMR,6.058,125.09603,505
6858,Crocodile Camp,Tsavo East,Kenya,,,-3.07088,39.21943,400
2404,Zamboanga Intl,Zamboanga,Philippines,ZAM,RPMZ,6.92242,122.05963,33
2405,Baguio,Baguio,Philippines,BAG,RPUB,16.3751,120.61964,4251
2406,Daet,Daet,Philippines,,RPUD,14.12917,122.98018,10
2407,Basa Ab,Floridablanca,Philippines,,RPUF,14.98653,120.4925,151
2408,Lingayen,Lingayen,Philippines,,RPUG,16.03479,120.24111,7
2409,San Jose,San Jose,Philippines,,RPUH,12.36152,121.04664,14
2410,Fernando Ab,Lipa,Philippines,,RPUL,13.95502,121.12492,1220
2411,Mamburao,Mamburao,Philippines,,RPUM,13.20809,120.60535,13
2414,Vigan,Vigan,Philippines,,RPUQ,17.55533,120.3558,16
2415,Baler,Baler,Philippines,,RPUR,15.72984,121.50013,108
6857,Kimana,Kimana,Kenya,,,-2.8,37.53333,3900
6856,Solio Ranch Airport,Solio,Kenya,,,-0.24517,36.8849,6300
6855,Kalundborg Flyveplads,Kalundborg,Denmark,,EKKL,55.7001,11.2549,13
2421,Bagabag,Bagabag,Philippines,,RPUZ,16.61919,121.25232,820
2422,Daniel Z Romualdez,Tacloban,Philippines,TAC,RPVA,11.22763,125.02776,10
2423,Bacolod,Bacolod,Philippines,BCD,RPVB,10.64251,122.92962,25
6854,Gardermoen Airport,Oslo,Norway,GEN,,60.1939,11.1004,681
2425,Dumaguete,Dumaguete,Philippines,DGT,RPVD,9.33371,123.30047,15
2426,Caticlan,Caticlan,Philippines,,RPVE,11.9245,121.95405,7
2428,Guiuan,Guiuan,Philippines,,RPVG,11.03554,125.74159,7
2429,Iloilo,Iloilo,Philippines,ILO,RPVI,10.71304,122.5453,27
2430,Kalibo,Kalibo,Philippines,KLO,RPVK,11.67943,122.37629,14
2431,Mactan Cebu Intl,Masbate,Philippines,,RPVM,10.30754,123.97944,31
6853,Wausau Downtown Airport,Wausau,United States,AUW,,44.92628,-89.627,1201
2433,Puerto Princesa,Puerto Princesa,Philippines,PPS,RPVP,9.74212,118.75873,71
2435,Antique,San Jose,Philippines,SJI,RPVS,10.76604,121.93344,23
2436,Comodoro Pierrestegui,Concordia,Argentina,COC,SAAC,-31.29694,-57.99663,112
2437,Gualeguaychu,Gualeguaychu,Argentina,GHU,SAAG,-33.01028,-58.61306,75
2438,Junin,Junin,Argentina,,SAAJ,-34.54589,-60.93056,262
2439,General Urquiza,Parana,Argentina,PRA,SAAP,-31.79478,-60.48036,243
2440,Rosario,Rosario,Argentina,ROS,SAAR,-32.90361,-60.785,85
2441,Sauce Viejo,Santa Fe,Argentina,SFN,SAAV,-31.71167,-60.81167,56
2442,Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP,SABE,-34.55918,-58.41561,18
2443,Ambrosio L V Taravella,Cordoba,Argentina,COR,SACO,-31.32362,-64.20795,1604
2444,Chamical,Gobernador Gordillo,Argentina,,SACT,-30.34528,-66.29361,1503
2445,San Fernando,San Fernando,Argentina,,SADF,-34.45319,-58.58964,10
2446,Mariano Moreno,Jose C. Paz,Argentina,,SADJ,-34.56065,-58.78956,105
2447,La Plata,La Plata,Argentina,LPG,SADL,-34.97222,-57.89469,72
2448,Moron,Moron,Argentina,,SADM,-34.67632,-58.64276,95
2449,El Palomar,El Palomar,Argentina,,SADP,-34.60994,-58.61259,59
2450,Chos Malal,Chosmadal,Argentina,,SAHC,-37.44469,-70.22247,2788
2451,General Roca,Fuerte Gral Roca,Argentina,,SAHR,-39.00067,-67.62051,853
2452,El Plumerillo,Mendoza,Argentina,MDZ,SAME,-32.83172,-68.79286,2310
2453,Malargue,Malargue,Argentina,LGS,SAMM,-35.4936,-69.57427,4683
2454,San Rafael,San Rafael,Argentina,AFA,SAMR,-34.58831,-68.40385,2470
2455,Catamarca,Catamarca,Argentina,CTC,SANC,-28.59321,-65.75092,1522
2456,Santiago Del Estero,Santiago Del Estero,Argentina,SDE,SANE,-27.76562,-64.31012,656
2457,Tinogasta,Tinogasta,Argentina,,SANI,-28.03775,-67.58031,3968
2458,La Rioja,La Rioja,Argentina,IRJ,SANL,-29.38164,-66.79584,1436
2459,Chilecito,Chilecito,Argentina,,SANO,-29.22389,-67.43889,3099
2460,Teniente Benjamin Matienzo,Tucuman,Argentina,TUC,SANT,-26.84086,-65.10494,1495
2461,San Juan,San Julian,Argentina,UAQ,SANU,-31.57147,-68.41819,1959
2462,Rio Cuarto Area De Material,Rio Cuarto,Argentina,RCU,SAOC,-33.08513,-64.26131,1381
2463,Villa Dolores,Villa Dolores,Argentina,VDR,SAOD,-31.94518,-65.14628,1915
2464,Laboulaye,Laboulaye,Argentina,,SAOL,-34.13544,-63.36225,449
2465,Marcos Juarez,Marcos Juarez,Argentina,,SAOM,-32.68364,-62.15779,361
2466,Villa Reynolds,Villa Reynolds,Argentina,,SAOR,-33.72514,-65.37809,1591
2467,San Luis,San Luis,Argentina,LUQ,SAOU,-33.27319,-66.35642,2329
2468,Corrientes,Corrientes,Argentina,CNQ,SARC,-27.4455,-58.76186,203
2469,Resistencia,Resistencia,Argentina,RES,SARE,-27.44999,-59.05612,173
2470,Formosa,Formosa,Argentina,FMA,SARF,-26.21272,-58.22811,194
2471,Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR,SARI,-25.73728,-54.47344,916
2472,Paso De Los Libres,Paso De Los Libres,Argentina,AOL,SARL,-29.68942,-57.15208,230
2473,Monte Caseros,Monte Caseros,Argentina,,SARM,-30.27192,-57.64023,174
2474,Posadas,Posadas,Argentina,PSS,SARP,-27.38584,-55.97073,430
2475,Termal,Presidencia R.s.pena,Argentina,,SARS,-26.75652,-60.4931,307
2476,Salta,Salta,Argentina,SLA,SASA,-24.85598,-65.48617,4088
2477,Jujuy,Jujuy,Argentina,JUJ,SASJ,-24.39278,-65.09778,3019
2478,Oran,Oran,Argentina,ORA,SASO,-23.15278,-64.32917,1168
2479,La Quiaca,La Quiaca,Argentina,,SASQ,-22.15056,-65.5775,11414
6852,Portage Municipal Airport,Portage,United States,C47,,43.56031,-89.48286,825
2481,Eldorado,El Dorado,Argentina,,SATD,-26.3975,-54.57472,685
2482,Goya,Goya,Argentina,,SATG,-29.09947,-59.25058,125
2483,Obera,Obera,Argentina,,SATO,-27.51816,-55.12416,1125
2484,Reconquista,Reconquista,Argentina,,SATR,-29.21028,-59.68,161
2485,Curuzu Cuatia,Curuzu Cuatia,Argentina,,SATU,-29.77056,-57.97889,229
2486,El Bolson,El Bolson,Argentina,EHL,SAVB,-41.94319,-71.53229,1131
2487,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.78535,-67.46551,190
2488,Esquel,Esquel,Argentina,EQS,SAVE,-42.90795,-71.13947,2621
2490,Almirante Zar,Trelew,Argentina,REL,SAVT,-43.2105,-65.27032,141
2491,Gobernador Castello,Viedma,Argentina,VDM,SAVV,-40.86922,-63.00039,20
2492,El Tehuelche,Puerto Madryn,Argentina,PMY,SAVY,-42.75916,-65.10272,426
2493,Base Marambio,Marambio Base,Antarctica,,SAWB,-64.23834,-56.63083,760
2494,Puerto Deseado,Puerto Deseado,Argentina,PUD,SAWD,-47.73529,-65.9041,266
2495,Rio Grande,Rio Grande,Argentina,RGA,SAWE,-53.77767,-67.74939,65
2496,Rio Gallegos,Rio Gallegos,Argentina,RGL,SAWG,-51.60888,-69.31264,61
2497,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,USH,SAWH,-54.84328,-68.29575,71
2498,San Julian,San Julian,Argentina,ULA,SAWJ,-49.30678,-67.80259,190
2499,Perito Moreno,Perito Moreno,Argentina,PMQ,SAWP,-46.53791,-70.97869,1410
2500,Santa Cruz,Santa Cruz,Argentina,RZA,SAWU,-50.01655,-68.5792,364
2501,Comandante Espora,Bahia Blanca,Argentina,BHI,SAZB,-38.72497,-62.16932,246
2502,Coronel Suarez,Colonel Suarez,Argentina,,SAZC,-37.44611,-61.8893,768
2503,Olavarria,Olavarria,Argentina,,SAZF,-36.89004,-60.21662,551
2504,General Pico,General Pico,Argentina,,SAZG,-35.69618,-63.75829,459
2505,Tres Arroyos,Tres Arroyos,Argentina,,SAZH,-38.38691,-60.32971,400
2506,Bolivar,Bolivar,Argentina,,SAZI,-36.18659,-61.07637,308
6851,Gogebic Iron County Airport,Ironwood,United States,IWD,,46.52747,-90.1314,1230
2508,Mar Del Plata,Mar Del Plata,Argentina,MDQ,SAZM,-37.93417,-57.57333,71
2509,Presidente Peron,Neuquen,Argentina,NQN,SAZN,-38.949,-68.15571,895
6850,Mackinac Island Airport,Mackinac Island,United States,MCD,,45.86493,-84.63734,740
2511,Comodoro P Zanni,Pehuajo,Argentina,,SAZP,-35.84459,-61.85755,278
2512,Santa Rosa,Santa Rosa,Argentina,RSA,SAZR,-36.58832,-64.27569,630
2513,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.15117,-71.15754,2776
2514,Tandil,Tandil,Argentina,TDL,SAZT,-37.23739,-59.22792,574
2515,Villa Gesell,Villa Gesell,Argentina,VLG,SAZV,-37.23541,-57.02924,32
2516,Cutralco,Cutralco,Argentina,,SAZW,-38.93968,-69.26464,2133
2517,Aviador C Campos,San Martin Des Andes,Argentina,CPC,SAZY,-40.07538,-71.13729,2569
2518,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.34835,-49.30153,653
2519,Campo Delio Jardim De Mattos,Rio De Janeiro,Brazil,,SBAF,-22.87508,-43.38471,110
2520,Amapa,Amapa,Brazil,,SBAM,2.07751,-50.85824,45
2521,Araraquara,Araracuara,Brazil,AQA,SBAQ,-21.812,-48.13303,2334
2522,Santa Maria,Aracaju,Brazil,AJU,SBAR,-10.984,-37.07033,23
2523,Assis,Assis,Brazil,,SBAS,-22.63856,-50.45591,1850
2524,Alta Floresta,Alta Floresta,Brazil,AFL,SBAT,-9.86609,-56.10621,947
2525,Aracatuba,Aracatuba,Brazil,ARU,SBAU,-21.14134,-50.42472,1361
2526,Val De Cans Intl,Belem,Brazil,BEL,SBBE,-1.37925,-48.47629,54
2527,Comandante Gustavo Kraemer,Bage,Brazil,BGX,SBBG,-31.39053,-54.11224,600
2528,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,SBBH,-19.85118,-43.95063,2589
2529,Bacacheri,Curitiba,Brazil,BFH,SBBI,-25.40508,-49.23204,3057
2530,Major Brigadeiro Doorgal Borges,Barbacena,Brazil,,SBBQ,-21.26717,-43.76106,3657
2531,Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,SBBR,-15.8711,-47.91862,3479
2532,Bauru,Bauru,Brazil,BAU,SBBU,-22.34504,-49.0538,2025
2533,Boa Vista,Boa Vista,Brazil,BVB,SBBV,2.84631,-60.69007,276
2534,Barra Do Garcas,Barra Do Garcas,Brazil,,SBBW,-15.86134,-52.38889,1147
2535,Cascavel,Cascavel,Brazil,CAC,SBCA,-25.00034,-53.50076,2473
2536,Cachimbo,Itaituba,Brazil,,SBCC,-9.33394,-54.96542,1762
2537,Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,SBCF,-19.63375,-43.96886,2715
2538,Campo Grande,Campo Grande,Brazil,CGR,SBCG,-20.46867,-54.6725,1833
2539,Chapeco,Chapeco,Brazil,XAP,SBCH,-27.13422,-52.65655,2146
2540,Carolina,Carolina,Brazil,CLN,SBCI,-7.32044,-47.45867,565
2541,Forquilhinha,Criciuma,Brazil,CCM,SBCM,-28.72582,-49.42474,93
2542,Canoas,Porto Alegre,Brazil,,SBCO,-29.94594,-51.14437,26
2543,Bartolomeu Lisandro,Campos,Brazil,CAW,SBCP,-21.69833,-41.30167,57
2544,Corumba Intl,Corumba,Brazil,CMG,SBCR,-19.01193,-57.67305,461
2545,Afonso Pena,Curitiba,Brazil,CWB,SBCT,-25.52848,-49.17578,2988
2546,Caravelas,Caravelas,Brazil,CRQ,SBCV,-17.65228,-39.25307,36
2547,Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,SBCX,-29.19706,-51.18754,2472
2548,Marechal Rondon,Cuiaba,Brazil,CGB,SBCY,-15.65293,-56.11672,617
2549,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS,SBCZ,-7.59991,-72.76949,637
2550,Presidente Prudente,President Prudente,Brazil,PPB,SBDN,-22.17506,-51.42464,1477
2551,Eduardo Gomes Intl,Manaus,Brazil,MAO,SBEG,-3.03861,-60.04972,264
2552,Jacareacanga,Jacare-acanga,Brazil,,SBEK,-6.23316,-57.77687,324
2553,Sao Pedro Da Aldeia,Sao Pedro Da Aldeia,Brazil,,SBES,-22.81287,-42.09263,61
2554,Cataratas Intl,Foz Do Iguacu,Brazil,IGU,SBFI,-25.59615,-54.48721,787
2555,Hercilio Luz,Florianopolis,Brazil,FLN,SBFL,-27.67049,-48.54718,20
2556,Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,SBFN,-3.85493,-32.42334,193
2557,Fronteira,Fronteira,Brazil,,SBFT,-20.27848,-49.18747,1599
2558,Furnas,Alpinopolis,Brazil,,SBFU,-20.70282,-46.33526,2413
2559,Pinto Martins Intl,Fortaleza,Brazil,FOR,SBFZ,-3.77628,-38.53256,82
2560,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,SBGL,-22.8089,-43.24365,28
2561,Guajara Mirim,Guajara-mirim,Brazil,,SBGM,-10.78638,-65.28479,478
2562,Santa Genoveva,Goiania,Brazil,GYN,SBGO,-16.63203,-49.22069,2450
2563,Embraer Unidade Gaviao Peixoto,Macae,Brazil,,SBGP,-21.77368,-48.40508,1998
2564,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,SBGR,-23.43208,-46.46951,2459
2565,Guaratingueta,Guaratingueta,Brazil,,SBGW,-22.79161,-45.20478,1761
2566,Altamira,Altamira,Brazil,ATM,SBHT,-3.25391,-52.25398,368
2567,Itacoatiara,Itaituba,Brazil,,SBIC,-3.12726,-58.48119,142
2568,Itaituba,Itaituba,Brazil,,SBIH,-4.24234,-56.00067,110
2569,Ilheus,Ilheus,Brazil,IOS,SBIL,-14.81596,-39.0332,15
2570,Usiminas,Ipatinga,Brazil,IPN,SBIP,-19.47072,-42.48758,784
2571,Hidroeletrica,Itumbiara,Brazil,,SBIT,-18.44466,-49.21336,1630
2572,Prefeito Renato Moreira,Imperatriz,Brazil,IMP,SBIZ,-5.53129,-47.46005,431
2573,Julio Cesar,Belem,Brazil,,SBJC,-1.41416,-48.46074,52
2574,Francisco De Assis,Juiz De Fora,Brazil,JDF,SBJF,-21.7915,-43.38678,2989
2575,Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,SBJP,-7.14838,-34.95068,215
2576,Lauro Carneiro De Loyola,Joinville,Brazil,JOI,SBJV,-26.22445,-48.79736,15
2577,Presidente Joao Suassuna,Campina Grande,Brazil,CPV,SBKG,-7.26992,-35.89636,1646
2578,Viracopos,Campinas,Brazil,VCP,SBKP,-23.0075,-47.13444,2170
2579,Lages,Lajes,Brazil,,SBLJ,-27.78214,-50.28149,3065
2580,Lins,Lins,Brazil,LIP,SBLN,-21.66404,-49.73052,1575
2581,Londrina,Londrina,Brazil,LDB,SBLO,-23.33362,-51.13007,1867
2582,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,-13.26209,-43.40811,1454
2583,Lagoa Santa,Lagoa Santa,Brazil,,SBLS,-19.66161,-43.8964,2795
2584,Maraba,Maraba,Brazil,MAB,SBMA,-5.36859,-49.13802,357
2585,Monte Dourado,Almeirim,Brazil,,SBMD,-0.88984,-52.60225,677
2586,Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,SBMG,-23.47639,-52.01641,1788
2587,Mario Ribeiro,Montes Claros,Brazil,MOC,SBMK,-16.70692,-43.8189,2191
6849,Grand Marais Cook County Airport,Grand Marais,United States,GRM,KCKC,47.83833,-90.38294,1799
2589,Ponta Pelada,Manaus,Brazil,,SBMN,-3.14604,-59.9863,267
2590,Zumbi Dos Palmares,Maceio,Brazil,MCZ,SBMO,-9.51081,-35.79168,387
2591,Macapa,Macapa,Brazil,MCP,SBMQ,0.05066,-51.07218,56
2592,Dix Sept Rosado,Mocord,Brazil,,SBMS,-5.20192,-37.36435,77
2593,Marte,Sao Paulo,Brazil,,SBMT,-23.50912,-46.63775,2368
2594,Manicore,Manicore,Brazil,MNX,SBMY,-5.81138,-61.27832,174
2595,Ministro Victor Konder Intl,Navegantes,Brazil,NVT,SBNF,-26.88,-48.65139,18
2596,Santo Angelo,Santo Angelo,Brazil,GEL,SBNM,-28.28168,-54.16914,1056
2597,Augusto Severo,Natal,Brazil,NAT,SBNT,-5.91142,-35.24772,169
2598,Oiapoque,Oioiapoque,Brazil,,SBOI,3.85549,-51.79687,63
2599,Salgado Filho,Porto Alegre,Brazil,POA,SBPA,-29.99443,-51.17143,11
2600,Prefeito Doutor Joao Silva Filho,Parnaiba,Brazil,,SBPB,-2.89375,-41.73196,16
2601,Pocos De Caldas,Pocos De Caldas,Brazil,POO,SBPC,-21.84301,-46.56792,4135
2602,Lauro Kurtz,Passo Fundo,Brazil,PFB,SBPF,-28.24399,-52.32656,2376
2603,Pelotas,Pelotas,Brazil,PET,SBPK,-31.71835,-52.32769,59
2604,Senador Nilo Coelho,Petrolina,Brazil,PNZ,SBPL,-9.36241,-40.5691,1263
2605,Porto Nacional,Porto Nacional,Brazil,PNB,SBPN,-10.71942,-48.39974,870
2606,Ponta Pora,Ponta Pora,Brazil,PMG,SBPP,-22.54964,-55.70261,2156
2607,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH,SBPV,-8.70929,-63.90228,294
6848,Porter County Municipal Airport,Valparaiso,United States,NPZ,,41.45397,-87.00708,770
2609,PlÃ¡cido de Castro,Rio Branco,Brazil,RBR,SBRB,-9.583,-67.4836,633
2610,Guararapes Gilberto Freyre Intl,Recife,Brazil,REC,SBRF,-8.12679,-34.92304,33
2611,Rio Grande,Rio Grande,Brazil,RIG,SBRG,-32.08262,-52.16654,27
2612,Santos Dumont,Rio De Janeiro,Brazil,SDU,SBRJ,-22.91046,-43.16313,11
2613,Leite Lopes,Ribeirao Preto,Brazil,RAO,SBRP,-21.13417,-47.77419,1802
2614,Santa Cruz,Rio De Janeiro,Brazil,STU,SBSC,-22.93235,-43.71909,10
2615,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK,SBSJ,-23.22817,-45.86274,2120
2616,Marechal Cunha Machado Intl,Sao Luis,Brazil,SLZ,SBSL,-2.58536,-44.23414,178
2618,Congonhas,Sao Paulo,Brazil,CGH,SBSP,-23.62669,-46.65538,2631
2619,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP,SBSR,-20.81657,-49.40651,1784
2620,Base Aerea De Santos,Santos,Brazil,SSZ,SBST,-23.92521,-46.2875,10
2621,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA,SBSV,-12.91099,-38.33104,64
2622,Trombetas,Oriximina,Brazil,TMT,SBTB,-1.4896,-56.3968,287
2623,Senador Petronio Portella,Teresina,Brazil,THE,SBTE,-5.05994,-42.82348,219
2624,Tefe,Tefe,Brazil,TFF,SBTF,-3.38294,-64.72406,184
2625,Tarauaca,Tarauaca,Brazil,,SBTK,-8.15526,-70.78327,646
2626,Telemaco Borba,Telemaco Borba,Brazil,,SBTL,-24.31778,-50.65159,2610
2627,Tirios,Obidos Tirios,Brazil,,SBTS,2.22347,-55.94606,1127
2628,Tabatinga,Tabatinga,Brazil,TBT,SBTT,-4.25567,-69.93583,279
2629,Tucurui,Tucurui,Brazil,TUR,SBTU,-3.78601,-49.72027,830
2630,Sao Gabriel Da Cachoeira,Sao Gabriel,Brazil,,SBUA,-0.14842,-66.98559,249
2631,Paulo Afonso,Paulo Alfonso,Brazil,PAV,SBUF,-9.40088,-38.25058,883
2632,Rubem Berta,Uruguaiana,Brazil,URG,SBUG,-29.78218,-57.03819,256
2633,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,UDI,SBUL,-18.88284,-48.22559,3094
2634,Urubupunga,Castilho,Brazil,,SBUP,-20.77707,-51.56476,1169
2635,Uberaba,Uberaba,Brazil,UBA,SBUR,-19.765,-47.96478,2655
