id,name,description,country,iata,icao,latitude,longitude,elevation
4148,Luoyang Airport,Luoyang,China,LYA,ZHLY,34.41,112.28,210
4149,Xuzhou Guanyin Airport,Xuzhou,China,XUZ,ZSXZ,34.16,117.11,140
4150,Esfahan Shahid Beheshti Intl,Isfahan,Iran,IFN,,32.75084,51.86127,5059
4151,Magwe,Magwe,Burma,MWQ,VYMW,20.16545,94.94118,275
4152,Khamti,Khamti,Burma,KHM,VYKI,25.98833,95.67444,6000
4153,Dalat,Dalat,Vietnam,DLI,VVDL,11.75,108.367,3156
4154,Dong Hoi,Dong Hoi,Vietnam,VDH,,17.515,106.59056,50
4155,Rach Gia,Rach Gia,Vietnam,VKG,VVRG,9.94968,105.13366,7
4156,Ca Mau,Ca Mau,Vietnam,CAH,VVCM,9.18805,105.17472,50
4157,Chu Lai,Chu Lai,Vietnam,VCL,VVCA,15.40594,108.70589,10
4158,Dong Tac,Tuy Hoa,Vietnam,TBB,VVTH,13.04955,109.33371,20
4159,Pai,Pai,Thailand,PYY,VTCI,19.372,98.437,1271
4160,Brac,Brac,Croatia,BWK,LDSB,43.28572,16.67972,1776
4161,Yaounde Nsimalen,Yaounde,Cameroon,NSI,FKYS,3.72256,11.55327,2278
4162,Conakry,Conakry,Guinea,CKY,GUCY,9.57689,-13.61196,72
4163,Bergrestaurant,Trogen,Switzerland,,,46.99209,8.39032,1800
4164,Uetliberg,Zuerich,Switzerland,,,47.36029,8.47805,1800
4165,Flugplatz Merzbrueck,Aachen,Germany,AAH,EDKA,50.82319,6.18639,570
4166,Baden Airpark,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.7793,8.08048,407
4167,Orlando Sanford Intl,Sanford,United States,SFB,KSFB,28.77764,-81.23749,55
4168,Duong Dong Airport,Phu Quoc,Vietnam,PQC,,10.22702,103.96717,23
4169,John Murtha Johnstown-Cambria County Airport,Johnstown,United States,JST,KJST,40.31611,-78.83389,2284
4170,Lukla,Lukla,Nepal,LUA,VNLK,27.68778,86.73139,9100
4171,Bhojpur,Bhojpur,Nepal,BHP,VNBJ,27.14743,87.05082,4000
4172,Lamidanda,Lamidanda,Nepal,LDN,VNLD,27.25312,86.67004,4100
4173,Jomsom,Jomsom,Nepal,JMO,VNJS,28.78222,83.7225,8800
4174,Manang,Manang,Nepal,NGX,VNMA,28.633,84,11000
4175,Phaplu,Phaplu,Nepal,PPL,VNPL,27.517,86.6,7918
4176,Thamkharka,Thamkharka,Nepal,TMK,,27.05222,86.86194,6000
4177,Rumjatar,Rumjatar,Nepal,RUM,VNRT,27.30351,86.55043,4500
4178,Tulsipur,Dang,Nepal,DNP,VNDG,28.11111,82.29417,2100
4179,Rukumkot,Rukumkot,Nepal,RUK,VNRK,28.627,82.195,2500
4180,Jumla,Jumla,Nepal,JUM,VNJL,29.27417,82.19333,7700
4181,Chaurjhari,Chaurjhari,Nepal,HRJ,VNCJ,28,83.833,4000
4182,Taplejung,Taplejung,Nepal,TPJ,VNTJ,27.35,84.667,4000
4183,Tumling Tar,Tumling Tar,Nepal,TMI,VNTR,27.315,87.19333,1700
4184,Surkhet,Surkhet,Nepal,SKH,VNSK,28.586,81.636,2400
4185,Simikot,Simikot,Nepal,IMK,VNST,29.97106,81.81893,9246
4186,Dolpa,Dolpa,Nepal,DOP,VNDP,28.98572,82.81914,8200
4187,Bajhang,Bajhang,Nepal,BJH,VNBG,29.53896,81.18536,4100
4188,Dhangarhi,Dhangarhi,Nepal,DHI,VNDH,28.75333,80.58194,690
4189,Muan,Muan,South Korea,MWX,RKJB,34.99139,126.38278,51
4190,Astypalaia,Astypalaia,Greece,JTY,LGPL,36.57989,26.37582,165
4191,Ikaria,Ikaria,Greece,JIK,LGIK,37.68272,26.34706,79
4192,Kalymnos Island,Kalymnos,Greece,JKL,LGKY,36.96333,26.94056,771
4193,Milos,Milos,Greece,MLO,LGML,36.69611,24.4775,12
4194,Naxos,Cyclades Islands,Greece,JNX,LGNX,37.08056,25.36806,10
4195,Paros,Paros,Greece,PAS,LGPA,37.01028,25.12778,121
4196,Kastelorizo,Kastelorizo,Greece,KZS,LGKJ,36.12778,29.56666,474
4197,Marsa Alam Intl,Marsa Alam,Egypt,RMF,HEMA,25.55711,34.58371,251
4198,Niederrhein,Weeze,Germany,NRN,EDLV,51.60222,6.14194,106
4199,Busuanga,Busuanga,Philippines,USU,RPVV,12.12146,120.10003,148
4200,Butuan,Butuan,Philippines,BXU,RPME,8.95132,125.47797,141
4201,Dipolog,Dipolog,Philippines,DPL,RPMG,8.60126,123.33448,12
4202,Laoag Intl,Laoag,Philippines,LAO,RPLI,18.17809,120.53152,25
4203,Legazpi,Legazpi,Philippines,LGP,RPLP,13.15706,123.74625,66
4204,Ozamis,Ozamis,Philippines,OZC,RPMO,8.17851,123.84173,75
6510,Zweibruecken,Zweibruecken,Germany,ZQW,,49.20944,7.40132,1132
4206,Mactan Cebu Intl,Cebu,Philippines,CEB,RPVM,10.30754,123.97944,31
4207,Sonderlandeplatz Norden-Norddeich,Norden,Germany,NOE,EDWS,53.63222,7.19139,3
4208,Verkehrslandeplatz Juist,Juist,Germany,JUI,EDWJ,53.68157,7.05573,6
4209,Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS,SBPS,-16.43861,-39.08083,167
4210,Gounda Airport,Gounda,Central African Republic,GDA,,9.27222,21.19722,1509
4211,Heliport Hotel das Cataratas,Cataratas National Park,Brazil,,,-25.684,-54.44024,1000
4213,Iguatu,Iguatu,Brazil,,SNIG,-6.34664,-39.29378,699
4214,Palmas,Palmas,Brazil,PMW,SBPJ,-10.24167,-48.35278,774
4215,Caldas Novas,Caldas Novas,Brazil,CLV,SBCN,-17.7267,-48.6114,2247
4216,Missoula Intl,Missoula,United States,MSO,KMSO,46.91631,-114.09056,3205
4217,Blackall,Blackall,Australia,BKQ,YBCK,-24.42778,145.42861,928
4218,Bundaberg,Bundaberg,Australia,BDB,YBUD,-24.90389,152.31861,107
4219,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.95236,-112.14697,6609
4220,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.62225,-95.65653,82
4221,Hayman Island Airport,Hayman Island,Australia,HIS,YHYN,-20.06667,148.86667,10
4222,Centennial,Denver,United States,APA,KAPA,39.57013,-104.84929,5883
4223,Clovis Muni,Clovis,United States,CVN,KCVN,34.42514,-103.07928,4216
4224,Fort Stockton Pecos Co,Fort Stockton,United States,FST,KFST,30.91567,-102.91614,3011
4225,Las Vegas Muni,Las Vegas,United States,LVS,KLVS,35.65422,-105.14239,6877
4226,West Houston,Houston,United States,IWS,KIWS,29.81819,-95.67261,111
4227,La Junta Muni,La Junta,United States,LHX,KLHX,38.04972,-103.50943,4238
4228,Las Cruces Intl,Las Cruces,United States,LRU,KLRU,32.28942,-106.92197,4456
4229,Stephens Co,Breckenridge,United States,BKD,KBKD,32.71905,-98.891,1284
4230,Draughon Miller Central Texas Rgnl,Temple,United States,TPL,KTPL,31.1525,-97.40778,682
4231,Ozona Muni,Ozona,United States,OZA,KOZA,30.73528,-101.20297,2381
4232,Hong Kong Kai Tak,Hong Kong,Hong Kong,,VHXX,22.31536,114.19535,1
6416,Athen Helenikon Airport,Athens,Greece,HEW,,37.8933,23.7261,69
6415,Waikoloa Heliport,Waikoloa Village,United States,WKL,HI07,19.9136,-155.864,109
4235,Kaadedhdhoo,Kaadedhdhoo,Maldives,KDM,,0.48806,72.99556,3
4236,Aklavik,Aklavik,Canada,LAK,CYKD,68.22333,-135.00583,23
4237,Deline,Deline,Canada,YWJ,CYWJ,65.18333,-125.41667,550
4238,Tulita,Tulita,Canada,ZFN,CZFN,64.08333,-125.58333,320
4239,Fort Good Hope,Fort Good Hope,Canada,YGH,CYGH,66.26667,-128.65,215
4240,Inuvik Town,Inuvik,Canada,,,66.3676,-133.7594,200
4241,INAWR,Inuvik,Canada,,,68.3676,-133.7594,200
4242,Tanna island,Tanna,Vanuatu,TAH,,-19.4552,169.22394,3
6509,Sun Island,Sun Island,Maldives,,,3.48596,72.80607,0
4244,Paulatuk,Paulatuk,Canada,YPC,CYPC,62.35,-124.3333,50
4246,Nicholson Peninsula,Nicholson Peninsula,Canada,,YUCX,69.917,-128.95,1
4247,Santa Cruz,Santa Cruz,Bolivia,SRZ,,-17.8,-63.16667,1224
4248,Kulusuk,Kulusuk,Greenland,KUS,,65.56667,-37.11667,112
4249,Juancho E. Yrausquin,Saba,Netherlands Antilles,SAB,TNCS,17.64528,-63.22056,60
4250,Eagle Co Rgnl,Vail,United States,EGE,KEGE,39.64256,-106.91769,6540
4251,Stapleton,Denver,United States,,,39.77926,-104.88184,5333
4252,Skagen,Stokmarknes,Norway,SKN,ENSK,68.58083,15.02611,11
4253,Cuyahoga County,Richmond Heights,United States,CGF,KCGF,41.56512,-81.48636,879
4254,Mansfield Lahm Regional,Mansfield,United States,MFD,KMFD,40.82142,-82.51664,1297
4255,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.51633,-84.93886,397
4256,Lawton-Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.56771,-98.41664,1110
4257,Fort Collins Loveland Muni,Fort Collins,United States,FNL,KFNL,40.45183,-105.01134,5016
6835,Gouvia Marina,Gouvia,Greece,,,39.64868,19.85577,0
6836,Paxos Marina,Paxos,Greece,,,39.20268,20.18797,0
4261,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.14032,-111.66924,7015
4262,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.89389,-119.99528,8544
4263,Magic Valley Regional Airport,Twin Falls,United States,TWF,KTWF,42.4818,-114.48773,4151
4264,Monaco,Monaco,Monaco,MCM,,43.73333,7.41667,0
4265,Martha\\'s Vineyard,Vineyard Haven MA,United States,MVY,KMVY,41.39167,-70.61528,67
4266,Newport State,Newport RI,United States,UUU,,41.53306,-71.28222,172
4267,Hartness State,Springfield VT,United States,VSF,,43.34333,-72.51722,577
4268,Concord Municipal,Concord NH,United States,CON,,43.20267,-71.50233,342
4269,Sanford Regional,Sanford ME,United States,SFM,,43.39383,-70.708,244
4270,Groton New London,Groton CT,United States,GON,KGON,41.33006,-72.04514,9
4271,Saint Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.54656,-94.05989,1031
4272,Bagan,Bagan,Burma,BPE,,21.17383,94.92467,0
4273,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.45033,-88.59136,264
4274,Nizhny Novgorod,Nizhniy Novgorod,Russia,GOJ,UWGG,56.23012,43.78404,256
4275,Bowerman Field,Hoquiam,United States,HQM,,46.97119,-123.93656,18
4276,Erie Intl Tom Ridge Fld,Erie,United States,ERI,KERI,42.08202,-80.17622,733
4277,Conrad Maldives Resort,Rangali Island,Maldives,,,3.5833,72.7167,0
4278,Barnstable Muni Boardman Polando Fld,Barnstable,United States,HYA,KHYA,41.66934,-70.28036,55
4279,San Pedro,San Pedro,Belize,SPR,MZ10,17.91394,-87.97108,4
4280,Sedona,Sedona,United States,SDX,KSEZ,34.84863,-111.78847,4830
4281,Dry Tortugas,Dry Tortugas,United States,,,24.62,-82.87,5
4282,Dry Tortugas,Dry Tortugas,United States,,,24.62,24.62,5
4283,Dry Tortugas,Dry Tortugas,United States,,,24.628,82.873,5
4284,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States,MGW,KMGW,39.64291,-79.91631,1248
4285,Yeager,Charleston,United States,CRW,KCRW,38.37315,-81.59319,981
4286,Wilkes Barre Scranton Intl,Scranton,United States,AVP,KAVP,41.33848,-75.7234,962
4287,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.51072,-94.93472,1391
4288,Heydar Aliyev,Baku,Azerbaijan,BAK,,40.4675,50.04667,10
4289,Thangool,Biloela,Australia,THG,YTNG,-24.49389,150.57611,644
4290,Fagali\\'i,Apia,Samoa,FGI,NSFI,-13.84861,-171.74083,25
4291,Ballina Byron Gateway,Ballina Byron Bay,Australia,BNK,YBNA,-28.83389,153.5625,7
4292,Hector International Airport,Fargo,United States,FAR,KFAR,46.92065,-96.81576,902
4293,Downtown,Kansas City,United States,MKC,KMKC,39.1275,-94.59889,759
6505,Phoenix-Mesa Gateway,Mesa,United States,AZA,KIWA,33.30783,-111.655,1382
4295,Ratanakiri,Ratanakiri,Cambodia,RBE,,13.73,106.987,0
4296,Gillette-Campbell County Airport,Gillette,United States,GCC,KGCC,44.34892,-105.53936,4365
4297,Tomsk Bogashevo Airport,Tomsk,Russia,TOF,UNTT,56.38028,85.20833,597
4298,El Toro,Santa Ana,United States,NZJ,KNZJ,33.67613,-117.73116,383
4299,Phetchabun,Phetchabun,Thailand,PHY,VTPB,16.67603,101.19511,450
4300,Chumphon,Chumphon,Thailand,CJM,VTSE,10.7112,99.36171,18
4301,Jiuzhaigou Huanglong,Jiuzhaigou,China,JZH,ZUJZ,32.857,103.683,11311
4302,Wai Sha Airport,Shantou,China,SWA,ZGOW,23.4,116.683,0
4303,Les Ailerons,Enghien-moisselles,France,,LFFE,0,0,302
4304,Cheddi Jagan Intl,Georgetown,Guyana,GEO,SYCJ,6.49855,-58.25412,95
4305,Ciudad del Este,Ciudad del Este,Paraguay,AGT,SGES,-25.4555,-54.84359,846
4306,Ogle,Georgetown,Guyana,OGL,SYGO,6.80694,-58.10444,10
4307,Kaieteur,Kaieteur,Guyana,KAI,SYKA,5.167,-59.483,750
4308,Dunhuang Airport,Dunhuang,China,DNH,ZLDH,40.094,94.4818,3688
4309,Falconara,Ancona,Italy,AOI,LIPY,43.61639,13.36222,10
4310,Samjiyon,Samjiyon,South Korea,,ZZ04,41.5423,128.24357,4410
8833,Iosco County,East Tawas,United States,ECA,K6D9,44.311,-83.422,606
4312,Copiapo,Copiapo,Chile,CPO,SCHA,-27,-70,1000
4313,Taba Intl,Taba,Egypt,TCP,HETB,29.58778,34.77806,2415
4314,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,MWCL,19.65917,-80.09083,1
4315,Bodrum - Milas,Bodrum,Turkey,BJV,LTFE,37.249,27.667,19
4316,7 Novembre,Tabarka,Tunisia,TBJ,DTKA,36.97833,8.87639,0
4317,Sabiha Gokcen,Istanbul,Turkey,SAW,LTFJ,40.89855,29.30922,312
4318,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.84928,-77.84869,1239
4319,Broome,Broome,Australia,BME,YPBR,-17.8,122.2,56
4320,Newcastle Airport,Newcastle,Australia,NTL,YWLM,-32.78,151.83,31
4321,Bakki Airport,Bakki,Iceland,,BIBA,63.55805,-20.14833,45
4322,Woerthersee International Airport,Klagenfurt,Austria,KLU,LOWK,46.64251,14.33774,452
4323,General Manuel Carlos Piar,Ciudad Guayana,Venezuela,CGU,,8.28853,-62.76036,472
4324,Flugplatz Hoepen,Schneverdingen,Germany,,,53.1167,9.8,267
4325,Hammerfest Airport,Hammerfest,Norway,HFT,ENHF,70.67972,23.66889,799
4326,Valan,Honningsvag,Norway,HVG,ENHV,70.99,25.83,46
4327,Mehamn,Mehamn,Norway,MEH,ENMR,71.02972,27.82667,41
4328,Airport,Vadso,Norway,VDS,ENVD,70.065,29.844,127
4329,Riem,Munich,Germany,,MUCX,48.13778,11.69028,1487
4330,Imam Khomeini,Tehran,Iran,IKA,OIIE,35.41611,51.15222,3305
4331,Mashhad,Mashhad,Iran,MHD,OIMM,36.234,59.643,3263
4332,Egelsbach,Egelsbach,Germany,QEF,,49.9608,8.64361,384
4333,Ust-Ilimsk,Ust Ilimsk,Russia,UIK,UIBS,58.135,102.566,0
4334,Mudanjiang,Mudanjiang,China,MDG,,44.52389,129.56889,883
4335,Key Field,Meridian,United States,MEI,KMEI,32.33262,-88.75187,297
4336,Abraham Lincoln Capital,Springfield,United States,SPI,KSPI,39.8441,-89.67789,597
4337,Uzundzhovo,Haskovo,Bulgaria,HKV,LB14,41.97638,25.58982,160
4338,Cortez Muni,Cortez,United States,CEZ,KCEZ,37.303,-108.62806,5918
4339,Yampa Valley,Hayden,United States,HDN,KHDN,40.48118,-107.21766,6602
4340,Gallup Muni,Gallup,United States,GUP,KGUP,35.51106,-108.78931,6472
4341,Liberal Muni,Liberal,United States,LBL,KLBL,37.04422,-100.95986,2885
4342,Lamar Muni,Lamar,United States,LAA,KLAA,38.06969,-102.6885,3706
4343,Renner Fld,Goodland,United States,GLD,KGLD,39.37062,-101.69899,3656
4344,Yellowstone Rgnl,Cody,United States,COD,KCOD,44.52019,-109.02381,5102
4345,Hovden,Orsta-Volda,Norway,HOV,ENOV,62.18,6.0742,242
4346,RNAS WATTON,WATTON,United Kingdom,,EGYR,52.33,0.51,173
4347,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,ISC,,49.919,-6.3075,70
4348,Springfield Branson Natl,Springfield,United States,SGF,KSGF,37.24567,-93.38864,1268
4349,Framnes,Narvik,Norway,NVK,ENNK,68.43583,17.38806,97
4350,Berlevag,Berlevag,Norway,BVG,ENBV,70.86667,29,43
4351,Fornebu,Oslo,Norway,FBU,ENFB,59.88333,10.61667,56
4352,Alykel,Norilsk,Russia,NSK,UOOO,69.31105,87.33218,595
4353,Vityazevo,Anapa,Russia,AAQ,URKA,45.0021,37.34727,174
4354,Joplin Rgnl,Joplin,United States,JLN,KJLN,37.15181,-94.49827,981
4355,Lehigh Valley Intl,Allentown,United States,ABE,KABE,40.65208,-75.44081,393
4356,NW Arkansas Regional,Bentonville,United States,XNA,KXNA,36.28187,-94.30681,1287
4357,Atyrau,Atyrau,Kazakhstan,GUW,UATG,47.12194,51.82139,0
4358,Kzyl-Orda,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.709,65.591,0
4359,South Bend Rgnl,South Bend,United States,SBN,KSBN,41.70866,-86.31725,799
4360,Bykovo,Moscow,Russia,BKA,UUBB,55.61722,38.06,427
4361,Chintheche,Chintheche,Malawi,,FWCC,-11.8333,34.1667,0
4362,Talagi,Arkhangelsk,Russia,ARH,ULAA,64.36028,40.43017,19
4363,Central,Saratov,Russia,RTW,UWSS,51.33437,46.02295,152
4364,Novyi Urengoy,Novy Urengoy,Russia,NUX,USMU,66.04181,76.31394,20
4365,Noyabrsk,Noyabrsk,Russia,NOJ,USRO,63.11008,75.16224,20
6508,Washington Union Station,Washington,United States,ZWU,,38.89746,-77.00643,76
4367,Aktau,Aktau,Kazakhstan,SCO,UATE,43.86005,51.09198,21
4368,Ukhta,Ukhta,Russia,UCT,,63.3403,53.48259,100
4369,Usinsk,Usinsk,Russia,USK,,66.00077,57.22111,20
4370,Pechora,Pechora,Russia,PEX,,65.07039,57.08204,20
4371,Naryan-Mar,Naryan-Mar,Russia,NNM,ULAM,67.38054,53.05102,20
4372,Kresty,Pskov,Russia,PKV,ULOO,57.78392,28.39561,154
4373,Kogalym International,Kogalym,Russia,KGP,USRK,62.18,74.53,220
4374,Emelyanovo,Krasnoyarsk,Russia,KJA,UNKL,56.18,92.475,940
4375,Sary-Arka,Karaganda,Kazakhstan,KGF,UAKK,49.67083,73.33444,1765
4376,Severny,Novosibirsk,Russia,,UNCC,55.1,82.9,560
4377,Uraj,Uraj,Russia,URJ,USHU,60.1,64.83,186
4378,Turkmenabat,Turkmenabat,Turkmenistan,CRZ,,39.08333,63.60222,630
4379,Yuzhny,Ivanovo,Russia,IWA,UUBI,56.93944,40.94083,410
4380,Changchun,Changchun,China,CGQ,ZYCC,43.5412,125.1201,227
4381,Niigata,Niigata,Japan,KIJ,RJSN,37.5711,139.0646,1
4382,Johnston Atoll,Johnston Island,Johnston Atoll,JON,PJON,16.7286,-169.534,7
4383,Smith Fld,Fort Wayne IN,United States,SMD,KSMD,41.14335,-85.15278,834
4384,Arcata,Arcata CA,United States,ACV,KACV,40.97811,-124.10861,221
4385,Camp Mabry Austin City,Austin TX,United States,ATT,KATT,30.31666,-97.7666,0
4386,Albert J Ellis,Jacksonville NC,United States,OAJ,KOAJ,34.82916,-77.61214,94
4387,Tuscaloosa Rgnl,Tuscaloosa AL,United States,TCL,KTCL,33.22063,-87.6114,170
4388,Dubuque Rgnl,Dubuque IA,United States,DBQ,KDBQ,42.402,-90.70947,1076
4389,Forde Bringeland,Forde,Norway,FDE,,61.392,5.763,1034
4390,Shun Tak Heliport,Hong Kong,Hong Kong,,VHST,22.28937,114.15215,10
6092,Poliarny Airport,Yakutia,Russia,PYJ,UERP,66.40043,112.03032,1660
6090,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.1888,45.4584,2863
6089,Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,40.7377,46.3176,1083
6804,Torp,Sandefjord,Norway,,,59.1867,10.25863,286
6086,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.0366,82.4942,939
6084,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.7747,69.1839,453
6078,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,15.86875,-61.27002,16
6077,St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.2578,-61.2625,10
6074,Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH,17.6358,-61.8286,15
6073,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,-10.8708,-61.8465,598
6071,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS,10.24998,-67.64942,1338
6068,Maria Reiche Neuman Airport,Nazca,Peru,NZA,SPZA,-14.85419,-74.96181,1860
6066,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.13918,-78.4894,8781
6064,Gatokae Airport,Gatokae,Solomon Islands,GTA,,-8.75,158.2,0
6063,Boorama Airport,Boorama,Somalia,BXX,,9.933,43.15,0
6062,Mucuri Airport,Mucuri,Brazil,MVS,SNMU,-18.0489,-39.8642,276
6061,Zorg en Hoop Airport,Paramaribo,Suriname,ORG,SMZO,5.81108,-55.1907,10
6059,Reyes Airport,Reyes,Bolivia,REY,SLRY,-14.3044,-67.3534,935
6057,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,-11.1077,-67.5512,597
6055,El Alcaraván Airport,Yopal,Colombia,EYP,SKYP,5.31911,-72.38398,1028
6047,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.97852,-79.6266,32
6043,Pucón Airport,Pucon,Chile,ZPC,SCPC,-39.2928,-71.9159,853
6041,Toledo Airport,Toledo,Brazil,TOW,SBTD,-24.6863,-53.6975,1843
6040,Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,-29.71136,-53.68815,287
6036,Chapada Diamantina Airport,Lençóis,Brazil,LEC,SBLE,-12.4823,-41.277,1676
6805,Goulburn Airport,Goulburn,Australia,GUL,YGLB,-34.8103,149.726,2141
6034,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,-7.21896,-39.2701,1392
6032,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.54232,-56.72176,9
6031,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.15,356
6029,Antoine De St Exupery Airport,San Antonio Oeste,Argentina,OES,SAVN,-40.7512,-65.0343,85
6028,Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.53306,-68.95111,1082
6027,General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.61917,-63.79319,1472
6025,Masbate Airport,Masbate,Philippines,MBT,RPVJ,12.3694,123.629,26
6024,Catarman National Airport,Catarman,Philippines,CRM,RPVF,12.50242,124.63578,6
6013,Jolo Airport,Jolo,Philippines,JOL,RPMJ,6.05367,121.011,118
6012,Camiguin Airport,Camiguin,Philippines,CGM,RPMH,9.25352,124.707,53
6010,Cuyo Airport,Cuyo,Philippines,CYU,RPLO,10.8581,121.069,0
6008,Cheongju International Airport,Chongju,South Korea,CJJ,RKTU,36.7166,127.49912,191
6007,Sacheon Air Base,Sacheon,South Korea,HIN,RKPS,35.08854,128.07037,25
6005,Wonju Airport,Wonju,South Korea,WJU,RKNW,37.43808,127.96038,329
6004,Mokpo Airport,Mokpo,South Korea,MPK,RKJM,34.75891,126.37987,23
6003,Kunsan Air Base,Kunsan,South Korea,KUV,RKJK,35.90376,126.61591,29
6002,Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ,34.0736,139.56,67
6001,Shonai Airport,Shonai,Japan,SYO,RJSY,38.81222,139.78722,86
6000,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,RJSR,40.1919,140.371,292
5999,Fukushima Airport,Fukushima,Japan,FKS,RJSF,37.2274,140.431,1221
5998,Iwami Airport,Iwami,Japan,IWJ,RJOW,34.6764,131.79,184
5997,Nagoya Airport,Nagoya,Japan,NKM,RJNA,35.255,136.924,52
5996,Saga Airport,Saga,Japan,HSG,RJFS,33.1497,130.302,6
5995,Okadama Airport,Sapporo,Japan,OKD,RJCO,43.1161,141.38,25
5994,Kushiro Airport,Kushiro,Japan,KUH,RJCK,43.041,144.193,327
5993,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK,RCMT,26.22415,120.00275,41
5992,Hengchun Airport,Hengchun,Taiwan,HCN,RCKW,22.04108,120.73021,46
5991,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN,RCFG,26.1598,119.958,232
5990,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT,PKMA,11.34075,162.32786,13
5989,Kalaupapa Airport,Molokai,United States,LUP,PHLU,21.211,-156.974,24
5988,El Nido Airport,El Nido,Philippines,ENI,,11.202,119.417,0
5987,Wipim Airport,Wipim,Papua New Guinea,WPM,,-8.78822,142.882,173
5986,Baimuru Airport,Baimuru,Papua New Guinea,VMU,,-7.49686,144.82,27
5985,Nuku Airport,Nuku,Papua New Guinea,UKU,,-3.667,142.483,750
5984,Tufi Airport,Tufi,Papua New Guinea,TFI,,-9.07595,149.32,85
5983,Suki Airport,Suki,Papua New Guinea,SKC,,-8.033,141.717,24
5982,Balimo Airport,Balimo,Papua New Guinea,OPU,,-8.05,142.933,51
5981,Obo Airport,Obo,Papua New Guinea,OBX,,-7.583,141.317,29
5980,Losuia Airport,Losuia,Papua New Guinea,LSA,,-8.50582,151.081,27
5979,Londolovit Airport,Londolovit,Papua New Guinea,LNV,,-3.04361,152.629,167
5978,Lake Murray Airport,Lake Murray,Papua New Guinea,LMY,,-7.00992,141.494,52
5977,Kamusi Airport,Kamusi,Papua New Guinea,KUY,,-7.42035,143.122,0
5976,Kokoda Airport,Kokoda,Papua New Guinea,KKD,,-8.88468,147.731,1240
5975,Kandrian Airport,Kandrian,Papua New Guinea,KDR,,-6.183,149.533,280
5974,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ,,-5.6525,151.507,136
5973,Nissan Island Airport,Nissan Island,Papua New Guinea,IIS,,-4.49972,154.226,52
5972,Ihu Airport,Ihu,Papua New Guinea,IHU,,-7.89756,145.396,47
5971,Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI,,-6.27111,150.331,23
5970,Tadji Airport,Aitape,Papua New Guinea,ATP,,-3.18985,142.43,48
5969,Wrangell Airport,Wrangell,United States,WRG,PAWG,56.4843,-132.37,44
5968,Chevak Airport,Chevak,United States,VAK,PAVA,61.5338,-165.584,75
5967,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.543,88
